id,created_on,body,file_name,title,type
9,1/3/2024,"KHOSA League Season 6 resumes the fun packed weekends after a break.<br> The incredible Whizzy 2013 will be facing the Giant Warriors 2010 as Historicals 2011 face Benghazi 2009.<br> Venue: Equinox Sport and Fitness Center, Kulambiro ring road. <br> Date: 04 - 01 -2024 <br> Served To Serve",secondLeg.jpg,KHOSA League Season 6 Second Leg,News
